id,equipment_id,reading_time,engine_temp,hydraulic_pressure,battery_voltage,fuel_level,rpm,vibration_level,oil_pressure,coolant_temp,latitude,longitude,speed_kmh,is_anomaly,anomaly_score
309516dc-fc33-4f1d-8553-7a7dd6fb7443,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-03T11:02:09.114694,139.1,2219.9,9.6,51.3,1416.0,4.51,25.9,66.1,14.230439,74.943935,2.4,False,0.264
11268191-636a-4c48-bccd-f1eb210d15c8,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-03T00:10:44.660993,116.0,2004.5,9.1,75.7,2096.0,2.59,23.8,80.1,14.233774,74.949391,0.3,False,0.13
8c336a39-4451-4269-be71-11a01705edae,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-03T13:17:47.083316,134.7,2164.5,8.6,42.8,1956.0,3.92,33.9,60.1,14.227156,74.958812,3.1,False,0.296
e897164e-81c5-4db3-a905-0e05f7a963eb,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-01T14:02:48.248376,107.2,2279.2,9.6,75.9,1820.0,5.6,39.9,67.1,14.225636,74.943813,1.8,False,0.021
e7b75be5-2c9a-4497-b18a-51ff8eda7f90,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-02T04:02:24.582401,130.9,2377.3,9.0,56.1,1920.0,3.37,28.3,78.6,14.229567,74.956218,0.9,False,0.281
1a89e5ec-0ad6-4409-b8d8-a644799c7e6e,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-03T13:38:11.860260,124.4,2026.3,9.0,80.7,1928.0,3.77,26.7,67.4,14.238683,74.955108,14.5,False,0.292
bcaf1695-70b0-4470-b26c-5ac2d8658026,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-02T16:31:45.983599,112.0,1966.7,9.4,69.0,1657.0,3.14,28.2,80.7,14.227365,74.950969,14.2,False,0.277
632c3b80-65af-47d7-a219-880b89656795,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-03T08:39:20.410932,115.9,2305.9,9.0,14.8,1812.0,5.03,33.1,82.7,14.229948,74.942967,18.1,False,0.195
94f37e36-d6f4-44ce-a66f-63b22f0d245c,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-03T18:40:39.111174,115.8,2377.0,8.8,63.4,1869.0,4.64,29.6,77.9,14.244198,74.953518,7.0,False,0.131
2cc70db6-2c76-4d47-84b4-b878417cb70f,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-04T15:18:03.156260,106.7,2095.9,8.7,82.0,2103.0,2.23,22.1,62.5,14.226706,74.956703,15.3,False,0.169
3db47ab7-fda6-46c5-838a-54f06eb95454,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-03T11:53:39.724909,133.3,1975.6,9.1,53.9,1577.0,3.7,16.0,66.4,14.23731,74.947255,0.0,False,0.294
7ea62200-52e0-4908-8723-cd0a6f1ddcef,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-05T04:42:55.710219,126.7,2117.6,8.7,72.1,1723.0,5.65,17.9,71.4,14.243687,74.957475,3.4,False,0.095
6ff53a41-cb86-4eb6-830d-da53ce7d2fda,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-02T17:04:50.119628,121.7,1917.3,8.8,82.1,1899.0,4.66,33.5,94.2,14.242579,74.956184,14.9,False,0.134
d717fd3c-3283-4787-b050-a17dd67172c0,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-03T15:37:00.073711,121.4,2078.4,9.0,64.1,1872.0,3.25,28.2,76.6,14.235298,74.952258,7.5,False,0.065
075c5748-9c8b-4b5a-8f55-a4260547eb68,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-02T14:04:40.964425,119.8,1934.2,9.2,82.2,1938.0,5.18,26.0,85.8,14.240074,74.94145,10.6,False,0.164
41f69c9a-91b9-4b27-801d-7875b7fa4bce,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-04T19:51:33.218319,115.7,1978.2,9.4,73.2,897.0,3.61,33.7,80.0,14.22793,74.951138,10.8,False,0.147
c4e452a3-0c31-4e32-917b-2d2766dba3cc,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-03T04:10:22.413475,125.7,2047.2,8.9,34.4,1639.0,4.61,26.5,55.1,14.235863,74.944794,10.1,False,0.022
72fc91e8-1ff5-45b0-aa09-971f85d21e7a,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-02T00:57:37.652672,129.4,2028.3,8.9,22.9,1947.0,3.56,20.4,109.5,14.236978,74.941388,8.7,False,0.051
bc729075-f99f-4a65-89c8-838dae1b52af,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-05T20:31:28.648080,126.2,2284.6,8.9,17.7,1624.0,4.29,18.1,59.4,14.244791,74.943424,17.7,False,0.149
e9ebbc5b-2136-4fe2-b6a5-8a0936843ebd,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-04T21:51:21.964769,119.4,2060.2,8.6,80.0,1969.0,6.2,21.7,77.3,14.234661,74.946761,6.6,False,0.255
0d284b3b-e9a1-4287-a758-48245a568221,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-02T22:49:52.891124,113.2,1980.2,9.1,34.4,1735.0,5.47,27.1,88.3,14.241076,74.957173,4.7,False,0.276
d8672577-0b9c-44da-adbe-adc22e1d0bc4,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-06T19:09:27.605763,100.7,2060.5,9.3,73.4,1583.0,6.3,31.8,74.2,14.23712,74.954882,9.5,False,0.243
a06d3ef5-648f-4293-92e6-9dbb01cb9756,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-02T05:23:38.391387,131.3,2245.4,9.2,67.4,1638.0,4.91,21.1,69.9,14.227634,74.956007,13.2,False,0.024
520aa50c-c80c-40b7-9fb0-ed3a0c56830b,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-04T02:37:43.099052,98.2,2023.8,9.0,71.7,1795.0,3.42,25.6,72.1,14.230396,74.958062,6.1,False,0.079
8e7184ca-26cb-40a3-9d12-0c8b4d59a50a,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-04T19:55:17.065089,117.9,2111.8,9.0,88.2,1465.0,3.02,32.8,73.2,14.23814,74.946897,22.4,False,0.247
ad3cd615-ae7c-497b-9553-c2d2df892d7c,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-03T11:02:21.487349,127.8,2198.1,8.6,75.7,1583.0,3.28,23.9,79.4,14.230553,74.959165,4.6,False,0.095
bdf9ede3-32f6-4937-9e4c-085b0c8926a3,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-07T12:10:40.553578,115.8,2165.6,8.8,51.2,2005.0,2.6,27.8,74.4,14.228626,74.948934,7.6,False,0.141
e2d8a519-b204-4801-880f-8d5018eef4e5,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-06T11:06:20.836208,126.2,2392.5,8.9,39.5,1864.0,3.4,38.5,77.5,14.23416,74.94174,17.3,False,0.164
63dc07c3-41ac-4723-97c4-9e4597e08f15,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-07T08:34:06.414029,133.3,2177.4,9.3,81.2,1689.0,1.32,27.5,87.1,14.236252,74.940537,8.1,False,0.04
8a98d765-88ff-4724-98d4-ef729c161983,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-01T23:20:51.511138,114.0,2222.3,8.7,50.3,1911.0,5.26,47.3,90.9,14.232687,74.946034,22.9,False,0.182
b1e45168-3d65-4a04-884c-e421c1f4da40,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-08T06:03:28.088827,137.3,2065.5,8.7,35.0,1594.0,2.55,43.9,76.2,14.242855,74.947527,9.3,False,0.026
61582efb-f262-47b7-b586-5f14f36dd920,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-08T01:16:15.795072,109.4,2029.3,8.5,93.0,1394.0,4.42,25.5,80.2,14.23153,74.942068,0.0,False,0.169
adfcf8cb-d6b9-4872-adfa-bf4e79c6b8c1,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-07T05:33:39.598572,103.9,2208.9,8.5,61.1,1793.0,3.53,18.8,70.7,14.236027,74.958624,13.5,False,0.024
56754add-ffd1-43b9-9702-86fec359b085,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-02T22:50:04.435790,115.8,1922.8,8.8,86.8,2199.0,2.3,37.6,76.0,14.231332,74.940603,19.7,False,0.217
718541eb-bb9c-4477-a8d9-415d75bbaac4,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-02T19:06:29.421015,113.9,1957.7,8.8,46.9,1856.0,2.93,32.8,101.5,14.229752,74.944125,6.6,False,0.181
a8fe0ff4-4bdc-44fa-a648-49a38d7e53f0,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-04T12:44:04.670434,122.9,2207.7,8.9,57.8,1438.0,4.57,31.7,88.1,14.24332,74.957171,3.9,False,0.044
5cec6a13-4082-4456-b853-5b61044ff0a3,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-04T04:28:37.950822,132.0,1849.4,9.3,64.0,1928.0,4.42,32.2,77.8,14.241477,74.945937,3.8,False,0.071
af63b044-c1de-4e04-b94d-4c254f72990f,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-04T15:58:41.034144,122.8,2301.1,9.1,57.6,1430.0,3.44,34.8,73.4,14.230116,74.947551,4.1,False,0.228
0feff315-135e-4053-9255-b7f14cf46daf,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-03T06:43:03.057843,135.6,2011.8,9.3,37.4,1559.0,4.07,36.1,94.6,14.238862,74.956604,10.6,False,0.146
302addce-41d3-46d1-86a3-7dddba9652aa,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-05T06:14:20.079923,116.4,1963.0,9.0,32.6,1616.0,3.63,31.0,85.3,14.225296,74.944352,1.9,False,0.17
92f50bfa-ff92-44de-8d19-35a3ecaae854,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-03T00:45:09.794327,131.1,2323.6,9.2,58.5,1306.0,3.74,32.4,71.3,14.237501,74.942962,8.8,False,0.152
e93335f5-14c4-4287-ab78-68b5ca8b4006,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-03T16:44:53.489679,114.1,2101.8,8.8,55.8,1644.0,2.78,27.1,88.6,14.237679,74.956443,11.7,False,0.107
f7c668f7-d1fb-4d38-991d-0f63d2473407,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-07T00:03:29.708167,119.5,2145.2,9.0,56.3,1572.0,4.94,25.7,87.1,14.240991,74.953326,1.0,False,0.045
3d700709-5fd2-47e9-8091-6c92b1e9c8d3,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-06T17:14:33.188297,135.6,1940.5,9.2,91.0,1510.0,2.82,39.4,81.1,14.238618,74.952582,10.4,False,0.143
f83d08a6-5f89-4ede-98de-9971882bf1fa,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-08T14:17:51.797233,126.9,2262.6,8.6,88.1,1728.0,3.91,29.7,94.5,14.232135,74.942184,0.0,False,0.149
b6246204-2d57-4b1a-9b6c-218526172c16,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-06T23:01:01.093893,120.7,2178.3,9.2,66.9,2251.0,5.65,21.4,77.1,14.234775,74.955267,7.1,False,0.132
c4a2b733-c5ed-49ef-917f-ed757b996727,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-07T15:09:10.081082,112.0,2191.9,8.8,55.6,2063.0,2.33,31.6,66.6,14.225858,74.959616,7.7,False,0.226
8a9648d3-0083-4267-a7c6-5e8ef7f28955,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-04T19:47:21.192916,199.2,2206.6,9.4,80.7,2026.0,7.13,32.2,124.2,14.237253,74.959835,12.7,True,0.725
0a0afae3-ee7b-468b-850f-0cb8276fd47d,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-08T01:33:11.953601,120.1,2229.2,9.2,80.4,1671.0,5.08,21.6,78.1,14.234465,74.950944,0.0,False,0.203
2f60e522-74e6-4313-af6c-ca75d7d095b5,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-03T10:40:08.717971,101.4,2234.7,9.3,82.6,1419.0,4.84,32.3,95.6,14.233614,74.946972,11.6,False,0.114
4f27fd76-4a84-4baf-b5e0-b876938fc112,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-07T04:05:28.743610,130.2,1985.5,8.9,92.1,2127.0,6.0,34.0,81.2,14.228506,74.949602,14.0,False,0.253
9825654b-dee7-49f9-9241-d2bba3362224,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-04T13:21:55.510321,117.1,2085.0,9.3,48.0,2214.0,4.41,33.3,75.9,14.226358,74.949221,14.4,False,0.126
fd0aca39-c7e5-435b-acdd-fb715e87951a,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-10T22:40:27.701372,133.9,2279.2,9.2,63.1,1129.0,2.66,27.5,87.7,14.244205,74.946837,2.5,False,0.034
20b0665a-f0c3-4c49-a12c-c73612f8e69f,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-10T13:16:51.494100,119.0,1939.3,9.1,88.1,1531.0,2.35,27.2,79.2,14.244784,74.942827,3.4,False,0.208
a4c5460d-a86b-4fab-907b-65affadd69a0,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-04T12:53:02.481485,105.4,2177.2,9.3,74.0,2321.0,4.98,35.9,91.2,14.226617,74.946383,11.2,False,0.202
e706a163-ad82-490c-be34-ef05d5a1a0d2,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-03T23:07:56.977246,123.9,2277.6,9.1,75.4,1754.0,4.19,29.1,75.3,14.243624,74.949507,8.6,False,0.139
8d0f6eea-8884-42be-b934-44be0d347379,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-06T22:38:56.233918,103.5,2122.5,9.2,62.2,1213.0,4.61,35.5,71.4,14.226768,74.959668,3.1,False,0.088
009a6a44-8e0a-426f-9130-f7cc6339ea70,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-05T23:44:00.903448,115.8,2272.7,8.9,43.4,1883.0,3.64,36.7,69.3,14.240181,74.950648,0.0,False,0.155
3a40f7c9-8dec-498d-bf7c-a25a4c86556e,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-11T12:13:02.008700,126.4,2178.7,9.0,34.4,1278.0,3.01,28.3,93.6,14.22588,74.948766,13.3,False,0.285
161ded47-d67d-434c-b59d-cc2271436c0d,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-10T09:41:39.985515,118.9,1892.3,9.1,52.5,1993.0,2.3,33.3,64.6,14.232685,74.941963,12.2,False,0.093
76ebec82-7842-478d-a8b8-6219bb63e8e6,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-05T13:20:45.921391,126.1,2002.2,9.1,68.1,1807.0,3.09,26.5,77.5,14.236055,74.943761,6.4,False,0.264
a42afed5-a26c-4343-a5c6-64b31e8ba25b,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-07T01:58:43.301339,129.5,2057.8,8.8,45.1,1644.0,1.57,31.5,74.5,14.238993,74.951326,8.3,False,0.255
96f7ab0b-edfe-4cae-b486-3d93838314d1,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-10T14:01:48.241081,109.9,2286.2,9.4,58.9,1814.0,2.38,20.6,105.2,14.2312,74.945305,4.1,False,0.007
8c71f1aa-3fff-44af-b146-4b641c748fec,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-07T01:00:58.905970,119.2,1998.9,8.6,48.6,2291.0,2.5,31.9,91.8,14.228961,74.951343,3.7,False,0.268
b0e2e22d-69a6-47c1-a88f-7cc49b323cae,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-06T22:55:48.608446,98.3,2347.2,8.7,76.9,1923.0,4.44,21.7,77.0,14.228972,74.952704,8.7,False,0.093
4e20bb63-a6de-4aec-a028-8f48c6f55714,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-07T17:33:09.826947,127.2,2212.7,9.3,68.9,1564.0,4.9,29.3,86.3,14.227762,74.940444,8.6,False,0.016
6f109726-718b-4f55-823d-fa4807d01302,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-09T01:26:25.544023,115.9,2214.7,8.5,68.8,1850.0,4.07,20.8,69.9,14.227182,74.954536,6.7,False,0.225
3ba85824-5fb0-4df9-8b26-6e21b0ed5188,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-12T14:06:58.961039,115.1,2018.2,9.1,36.2,1514.0,3.38,30.7,67.6,14.2438,74.955954,11.0,False,0.048
39e2516b-5196-41c6-b968-719404774a22,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-06T20:35:25.669923,105.5,2144.4,9.3,48.7,1717.0,2.91,23.4,72.8,14.231904,74.952845,16.1,False,0.04
55399cdf-2363-4fdc-9765-964b54ac281e,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-05T17:58:17.240549,121.8,2054.4,8.7,72.4,1757.0,4.11,40.5,81.2,14.238458,74.946421,6.6,False,0.259
1566bcbf-c03e-47bb-809d-cccabdeccb50,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-12T23:03:43.374861,136.0,2120.6,9.2,59.5,1900.0,5.06,36.5,80.0,14.239141,74.940971,0.6,False,0.174
673093c9-52a1-4524-8969-87668577ea23,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-09T07:36:14.182997,191.0,2097.9,8.9,49.1,1809.0,6.02,31.2,135.2,14.239553,74.957322,18.5,True,0.794
f5bd9910-bc28-4ff7-b4d5-09575adddf1e,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-14T05:17:55.438628,121.0,2209.0,9.0,92.4,1910.0,4.1,36.6,85.0,14.237525,74.950903,9.8,False,0.268
b8d391a5-e67f-4055-bd50-d415f1cae72c,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-09T22:24:12.020507,117.5,2231.4,9.0,63.7,1740.0,6.04,33.8,83.4,14.228154,74.942779,12.1,False,0.162
dadbee3a-6501-4118-9cca-4eceaacabd8b,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-12T15:17:32.129302,115.2,2177.4,8.6,56.1,1488.0,4.12,26.2,90.8,14.236086,74.949511,7.8,False,0.034
7eeba29b-c065-4e1f-834f-bd0e7808dc01,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-03T17:50:09.240732,117.8,2141.1,8.7,68.8,1779.0,1.97,28.6,72.4,14.240761,74.949361,10.3,False,0.02
3914d482-5f0e-4370-9a45-bde356f85ebf,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-14T22:30:51.028443,134.3,2518.0,9.4,90.6,1609.0,1.33,43.2,80.8,14.243272,74.954082,8.0,False,0.234
c3e4da7a-83f9-4711-a91b-74cfd251ee4a,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-10T21:19:08.932054,105.6,2175.7,9.3,45.5,1800.0,2.47,36.1,76.5,14.228971,74.948851,8.1,False,0.013
d59e0030-c795-4d63-9119-42c11a1cf3cd,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-15T14:24:11.254496,120.6,2269.8,8.9,87.2,1729.0,3.12,32.8,91.8,14.233885,74.957383,10.3,False,0.039
cc4f921c-d38e-419a-9d0d-372515aeaa11,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-04T04:47:25.668519,107.3,2120.9,9.4,64.5,1185.0,5.08,32.4,86.8,14.243135,74.944096,11.2,False,0.11
4341b3f3-722a-4fbf-95ca-7e6cb493b7ae,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-09T01:47:27.921752,138.4,2133.6,8.8,45.9,1625.0,2.28,31.9,73.6,14.230232,74.953441,9.1,False,0.254
91508719-89f4-4e4b-a9a3-84d642ddedd7,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-09T18:41:35.176902,109.8,2051.1,9.4,68.4,1745.0,3.18,32.2,74.5,14.225732,74.947564,18.3,False,0.002
85ca5efe-9d43-4906-89b6-46e35491e297,5d9f9295-5c32-4e83-b08e-c8f62318aa1e,2026-07-08T02:35:59.062270,137.7,2015.0,9.2,40.3,1889.0,3.16,19.5,83.1,14.241046,74.94621,9.7,False,0.071
abed402c-f375-45ce-a140-300ae7740e76,4c21c115-2eeb-44b6-b2ca-7b22bf53d9f0,2026-06-30T15:19:55.520444,83.4,3160.8,12.0,67.9,1229.0,3.08,55.4,52.8,23.598642,82.165067,4.2,False,0.09
73c0bbb2-adbc-413e-90cc-c555132f1892,4c21c115-2eeb-44b6-b2ca-7b22bf53d9f0,2026-06-30T17:15:49.962468,93.7,2866.8,12.7,75.6,2000.0,2.77,49.3,63.3,23.59486,82.156968,3.7,False,0.066
db89ade4-c99b-4739-8d74-210cfc634719,4c21c115-2eeb-44b6-b2ca-7b22bf53d9f0,2026-06-30T21:26:58.021122,72.1,2706.1,12.4,72.6,1559.0,3.65,42.3,77.9,23.604007,82.149717,6.1,False,0.137
637d530d-189e-47ec-8f57-f302f2ee3d14,4c21c115-2eeb-44b6-b2ca-7b22bf53d9f0,2026-06-30T21:04:37.146592,98.6,3024.8,12.4,93.7,801.0,3.24,39.8,64.8,23.595401,82.155367,8.7,False,0.108
08772ef8-5a64-49ac-b6cb-ceae569d8e90,4c21c115-2eeb-44b6-b2ca-7b22bf53d9f0,2026-07-01T00:22:13.651391,74.3,3115.1,12.7,77.9,1879.0,4.01,54.6,98.1,23.601076,82.162675,12.2,False,0.022
03cc2c04-51bf-468e-ad5d-6a57a124166f,4c21c115-2eeb-44b6-b2ca-7b22bf53d9f0,2026-06-30T19:53:43.962659,81.2,3211.5,12.9,72.2,1947.0,2.52,45.8,92.6,23.604716,82.15215,2.3,False,0.083
42e8fa89-3491-42e5-a94a-f22e52f2618d,4c21c115-2eeb-44b6-b2ca-7b22bf53d9f0,2026-06-30T19:42:49.012277,65.2,3020.3,12.3,56.8,2239.0,1.67,38.3,53.3,23.588201,82.161004,6.2,False,0.244
e84d3c88-7c26-4ded-86c9-0a49a62156d9,4c21c115-2eeb-44b6-b2ca-7b22bf53d9f0,2026-07-01T05:13:50.954010,74.3,3089.3,12.2,83.4,1661.0,2.93,28.1,90.8,23.596002,82.160139,13.0,False,0.192
0ec3e4fc-33e4-4014-b30b-ea258e868ddb,4c21c115-2eeb-44b6-b2ca-7b22bf53d9f0,2026-07-01T19:33:20.824036,79.3,2928.9,12.5,72.7,1771.0,2.32,55.1,84.1,23.603267,82.159333,5.3,False,0.138
