id,dealer_id,name,model,category,subcategory,serial_number,year_manufactured,status,health_score,daily_rate,hourly_rate,latitude,longitude,total_operating_hours,fuel_capacity,weight_tons,max_load_capacity,engine_power_hp,last_maintenance_date,next_maintenance_due,created_at
78ce709c-5436-4dde-9ef7-3ca60af13b8a,6df896d4-0bf0-427a-bb13-fd7605254905,CAT 320 Excavator,CAT 320,Excavator,Excavator-Medium,EXC-YR998KS,2016,available,89.6,2110.45,263.81,18.43994,86.927093,572.6,531.3,34.2,24.5,162.0,2026-07-29,2026-10-05,2023-09-12T15:37:49
e7e1d64b-a91e-48af-b05d-dcc0c8c14b37,6df896d4-0bf0-427a-bb13-fd7605254905,John Deere 850K Bulldozer,John Deere 850K,Bulldozer,Bulldozer-Small,BUL-KP804LH,2017,available,88.2,2937.76,367.22,18.242294,86.890801,10890.6,627.5,18.7,,206.0,2026-07-29,2026-09-07,2023-10-28T23:21:53
c5490413-d9aa-4570-96f4-375863a45061,bd3c8cdc-1cdf-4941-9911-3baa9ca8e01d,Bomag BW 213 Compactor,Bomag BW 213,Compactor,Compactor-Large,COM-RQ792DX,2018,available,52.5,740.95,92.62,12.880725,85.656266,17554.6,319.2,16.9,,122.0,2026-07-29,2026-09-23,2025-11-03T07:21:09
a1bf38d2-5ea0-4fc6-9953-35e979b3f2d9,6df896d4-0bf0-427a-bb13-fd7605254905,Toyota 8FGU25 Forklift,Toyota 8FGU25,Forklift,Forklift-Small,FOR-MN677FF,2018,transit,71.9,363.96,45.49,18.443506,86.911773,3188.4,110.3,7.7,4.5,95.0,2026-07-29,2026-10-08,2026-06-22T14:49:28
9f88c744-8230-419d-ac44-8c12c45aec98,435422c3-08e5-4ecd-b663-9e664da0afaa,CAT DP50 Forklift,CAT DP50,Forklift,Forklift-Medium,FOR-HF131RJ,2017,rented,61.3,647.5,80.94,23.412262,82.348,3866.7,130.0,5.8,4.8,88.0,2026-07-29,2026-11-21,2025-03-15T21:44:18
7824d243-5ef9-4347-95e1-58acd2db6775,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,Manitowoc 999 Crane,Manitowoc 999,Crane,Crane-Small,CRA-JX020VT,2017,available,60.4,2037.8,254.72,21.571534,83.651443,286.8,407.1,69.8,94.1,478.0,2026-07-29,2026-09-24,2024-10-26T03:24:11
6e44437b-ad21-4b20-a55d-80f42517c315,bd3c8cdc-1cdf-4941-9911-3baa9ca8e01d,Cummins QSX15 Generator,Cummins QSX15,Generator,Generator-Small,GEN-MT355KW,2018,available,62.5,1122.68,140.34,12.859644,85.693167,401.2,347.5,2.5,,333.0,2026-07-29,2026-12-23,2026-04-15T11:42:20
381d3788-1ff3-4eb9-9557-878c71dcd271,6df896d4-0bf0-427a-bb13-fd7605254905,Liebherr LTM 1100 Crane,Liebherr LTM 1100,Crane,Crane-Small,CRA-DB933DA,2018,available,77.3,1540.67,192.58,17.565089,87.153209,1822.1,592.0,60.0,93.7,424.0,2026-07-29,2026-12-08,2024-03-29T19:38:29
ad93f44d-9ddc-4672-855d-100cd24c8b51,6eedfe80-e252-41dc-b1b8-39024620b180,Volvo A40 Dump Truck,Volvo A40,Dump Truck,Dump Truck-Large,DUM-CI435NB,2023,rented,77.6,1014.66,126.83,14.982961,74.982414,332.6,549.7,40.5,54.6,462.0,2026-07-29,2026-12-08,2024-03-14T07:37:48
302a2187-abca-48b5-824b-a164d18aa722,6eedfe80-e252-41dc-b1b8-39024620b180,CAT CS56 Compactor,CAT CS56,Compactor,Compactor-Medium,COM-QV338GC,2016,available,69.4,1106.03,138.25,14.078807,75.664432,2292.3,253.7,13.2,,198.0,2026-07-29,2026-11-02,2023-08-22T02:14:30
c4ebb8c0-1833-4d0d-865d-b50758a8997f,6df896d4-0bf0-427a-bb13-fd7605254905,CAT 320 Excavator,CAT 320,Excavator,Excavator-Medium,EXC-XL340AM,2024,available,83.3,2323.58,290.45,18.087419,87.37732,397.9,483.9,26.0,33.7,339.0,2026-07-29,2026-12-17,2026-05-23T11:54:10
e897043a-a106-4f82-8982-e2790f64646c,6eedfe80-e252-41dc-b1b8-39024620b180,CAT DP50 Forklift,CAT DP50,Forklift,Forklift-Small,FOR-CL486SR,2021,available,80.0,248.07,31.01,14.891115,75.38751,5059.4,137.2,5.3,5.9,87.0,2026-07-29,2027-01-22,2025-08-02T18:09:34
d4fcf864-c14f-4a53-b077-e119097b7211,6df896d4-0bf0-427a-bb13-fd7605254905,CAT DP50 Forklift,CAT DP50,Forklift,Forklift-Large,FOR-DE272VY,2023,rented,62.5,595.22,74.4,17.990838,87.316079,4677.6,130.3,4.1,8.0,118.0,2026-07-29,2027-01-12,2025-05-31T06:55:40
e8a114b7-cf32-44df-8c23-271167d56b06,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,Manitowoc 999 Crane,Manitowoc 999,Crane,Crane-Medium,CRA-FR412ZP,2021,maintenance,70.1,1752.69,219.09,21.148493,83.378772,3420.4,585.0,73.4,159.1,436.0,2026-07-29,2026-09-14,2025-08-07T09:40:20
49b11f4f-d6d3-49d2-b07a-3a8588312282,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,CAT CS56 Compactor,CAT CS56,Compactor,Compactor-Medium,COM-YL893UG,2019,available,100.0,870.45,108.81,21.147234,83.516604,2164.6,290.9,16.0,,179.0,2026-07-29,2027-01-04,2024-06-03T06:41:25
e6b3a4a2-f5b4-4b1e-93fa-51ce22d4746f,6df896d4-0bf0-427a-bb13-fd7605254905,Dynapac CA3500 Compactor,Dynapac CA3500,Compactor,Compactor-Medium,COM-RH296NB,2019,available,83.2,568.53,71.07,18.115609,87.392275,7303.7,310.0,11.3,,172.0,2026-07-29,2027-01-16,2026-05-17T02:29:50
7e86d71b-0994-4f4d-9508-ee14aca63127,6df896d4-0bf0-427a-bb13-fd7605254905,Toyota 8FGU25 Forklift,Toyota 8FGU25,Forklift,Forklift-Large,FOR-AB038TE,2024,available,38.9,462.3,57.79,17.590035,87.165736,214.9,121.5,5.9,6.0,57.0,2026-07-29,2027-01-20,2024-11-04T08:54:19
31610fc4-9e43-43fe-bf58-914559dbb82e,435422c3-08e5-4ecd-b663-9e664da0afaa,CAT 336 Excavator,CAT 336,Excavator,Excavator-Large,EXC-WO984LY,2019,available,83.7,2258.58,282.32,23.220933,82.06829,1527.7,479.6,27.9,19.7,197.0,2026-07-29,2026-10-20,2025-04-08T05:08:37
91af345e-68a2-4f6c-ac97-981589c1f0c1,6df896d4-0bf0-427a-bb13-fd7605254905,Dynapac CA3500 Compactor,Dynapac CA3500,Compactor,Compactor-Large,COM-XJ175XJ,2022,rented,69.1,516.61,64.58,17.942076,87.348599,3320.5,342.3,12.5,,136.0,2026-07-29,2026-12-19,2026-04-07T19:21:55
3aee661c-416e-475e-8c0d-db608c93029d,435422c3-08e5-4ecd-b663-9e664da0afaa,Cummins QSX15 Generator,Cummins QSX15,Generator,Generator-Large,GEN-MO284AN,2016,available,48.7,940.21,117.53,23.993693,82.185263,1323.6,333.9,8.9,,323.0,2026-07-29,2026-11-08,2024-09-11T04:28:55
eefb49ea-1cbf-44c5-b9ed-38d99ab28113,bd3c8cdc-1cdf-4941-9911-3baa9ca8e01d,CAT CS56 Compactor,CAT CS56,Compactor,Compactor-Small,COM-IW587FX,2018,available,78.7,431.47,53.93,12.551448,85.944841,8275.1,340.1,13.2,,151.0,2026-07-29,2026-11-15,2025-09-06T08:34:33
17916214-0191-4dca-a455-c111cbb71a77,6eedfe80-e252-41dc-b1b8-39024620b180,CAT D6 Bulldozer,CAT D6,Bulldozer,Bulldozer-Large,BUL-AX810TC,2015,retired,67.7,1009.88,126.23,14.94811,75.479038,10067.4,660.4,30.3,,329.0,2026-07-29,2026-10-29,2025-03-26T02:57:06
2e8f60ab-b704-4b10-bcf5-af72ca109055,6df896d4-0bf0-427a-bb13-fd7605254905,Volvo L120 Loader,Volvo L120,Loader,Loader-Large,LOA-JM786KL,2021,available,67.0,1477.0,184.62,17.648806,86.995276,626.1,490.8,18.8,19.9,317.0,2026-07-29,2027-01-22,2023-09-05T07:42:01
e4269275-0324-471a-a492-bfe7425a20ab,6df896d4-0bf0-427a-bb13-fd7605254905,Yale GLP060VX Forklift,Yale GLP060VX,Forklift,Forklift-Large,FOR-EK935KX,2021,available,85.6,698.53,87.32,18.357251,87.529234,839.7,87.9,7.0,7.5,92.0,2026-07-29,2026-10-29,2026-06-21T16:16:57
09c0bd49-185c-4589-8f7c-a665bcd530d8,435422c3-08e5-4ecd-b663-9e664da0afaa,CAT 320 Excavator,CAT 320,Excavator,Excavator-Large,EXC-HZ336AQ,2021,available,82.5,881.96,110.25,24.189077,81.886785,22325.2,561.2,35.6,26.3,298.0,2026-07-29,2026-10-23,2025-11-26T03:34:05
1507a05d-1306-40f6-92d1-706df48e3e96,6eedfe80-e252-41dc-b1b8-39024620b180,CAT C15 Generator,CAT C15,Generator,Generator-Small,GEN-UX902XO,2023,maintenance,66.7,1101.11,137.64,14.804144,75.602203,1188.2,439.3,5.5,,427.0,2026-07-29,2026-10-30,2026-01-15T09:11:31
8aa72d83-d7a5-4218-963b-decc182a5372,435422c3-08e5-4ecd-b663-9e664da0afaa,Cummins QSX15 Generator,Cummins QSX15,Generator,Generator-Large,GEN-KM184DU,2022,retired,58.8,766.27,95.78,23.660597,81.717421,3566.9,312.0,3.8,,129.0,2026-07-29,2027-01-10,2024-07-01T14:26:26
eee8b666-c615-4da7-a05e-3c827d540624,6df896d4-0bf0-427a-bb13-fd7605254905,Dynapac CA3500 Compactor,Dynapac CA3500,Compactor,Compactor-Large,COM-LI262CZ,2024,available,53.3,770.8,96.35,17.872428,87.624049,2898.7,277.9,14.8,,103.0,2026-07-29,2027-01-04,2026-04-20T18:10:01
53f3bf49-f075-4261-952d-682f64be6bb3,6eedfe80-e252-41dc-b1b8-39024620b180,Cummins QSX15 Generator,Cummins QSX15,Generator,Generator-Small,GEN-PY355UG,2022,available,53.5,773.24,96.66,14.545712,75.586794,1942.8,414.6,6.2,,429.0,2026-07-29,2026-12-21,2025-07-01T23:10:15
e0d0a08d-b2c6-4224-b766-e6db1643197a,435422c3-08e5-4ecd-b663-9e664da0afaa,Komatsu HM400 Dump Truck,Komatsu HM400,Dump Truck,Dump Truck-Large,DUM-SB049VA,2018,available,80.6,1016.53,127.07,24.138938,81.540144,6849.2,680.3,33.8,33.5,447.0,2026-07-29,2026-11-06,2026-07-09T11:24:30
ee728683-9a28-4358-bf02-a91e1797df03,6eedfe80-e252-41dc-b1b8-39024620b180,CAT 770 Dump Truck,CAT 770,Dump Truck,Dump Truck-Large,DUM-OS467AY,2019,available,78.9,816.51,102.06,14.713934,75.239823,2609.2,693.0,45.6,48.3,375.0,2026-07-29,2026-11-21,2024-03-10T04:20:53
6d8315e5-9d95-4ed6-b530-29069fe30562,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,CAT 966 Loader,CAT 966,Loader,Loader-Small,LOA-IY499TX,2017,available,89.5,954.33,119.29,21.911247,83.306317,612.2,479.4,21.4,11.3,294.0,2026-07-29,2026-10-26,2024-09-12T20:55:43
01194123-b1ee-4dc5-a5b2-846bba440301,6eedfe80-e252-41dc-b1b8-39024620b180,Liebherr LTM 1100 Crane,Liebherr LTM 1100,Crane,Crane-Medium,CRA-MS918GP,2021,available,81.7,4278.1,534.76,14.642904,75.014691,2700.8,544.3,75.3,165.5,389.0,2026-07-29,2026-12-10,2026-06-29T14:45:27
5307e25d-dfae-4ab5-9217-55c3b0f79237,bd3c8cdc-1cdf-4941-9911-3baa9ca8e01d,CAT DP50 Forklift,CAT DP50,Forklift,Forklift-Large,FOR-PM964JA,2018,available,100.0,454.24,56.78,13.096888,85.588177,5188.3,123.7,5.3,5.5,62.0,2026-07-29,2026-12-13,2024-05-26T18:29:08
3a9cde6d-e056-4ade-9d29-f486f14a5d19,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,Volvo EC220 Excavator,Volvo EC220,Excavator,Excavator-Medium,EXC-ZA357PA,2021,available,75.2,1891.35,236.42,21.724934,83.667786,71.8,369.6,27.8,26.9,249.0,2026-07-29,2026-12-28,2026-06-10T12:07:25
d47eca91-9b10-4616-a8ac-c4a615f58553,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,Komatsu HM400 Dump Truck,Komatsu HM400,Dump Truck,Dump Truck-Large,DUM-BT368AD,2021,rented,76.1,1225.61,153.2,21.54604,83.838687,3563.8,607.7,49.8,34.5,371.0,2026-07-29,2027-01-12,2024-08-18T04:02:23
15f32c65-6162-478a-aa8d-0c686dcb1ca0,6df896d4-0bf0-427a-bb13-fd7605254905,Link-Belt TCC-750 Crane,Link-Belt TCC-750,Crane,Crane-Small,CRA-GB089DR,2018,available,72.3,4629.67,578.71,17.684509,87.084087,268.7,490.7,47.7,60.4,380.0,2026-07-29,2026-11-05,2026-03-27T00:14:56
8c452087-0c9b-400b-96f8-f88881baa3f3,6eedfe80-e252-41dc-b1b8-39024620b180,Hyster H80FT Forklift,Hyster H80FT,Forklift,Forklift-Small,FOR-TL122LK,2021,rented,74.9,524.01,65.5,14.876377,75.490795,798.6,117.3,4.6,4.0,97.0,2026-07-29,2026-10-09,2023-10-26T09:47:33
6af0c8ad-c01b-4298-8b67-49018447806d,6eedfe80-e252-41dc-b1b8-39024620b180,Komatsu PC200 Excavator,Komatsu PC200,Excavator,Excavator-Small,EXC-OZ285EJ,2024,rented,77.8,1786.81,223.35,14.085065,75.801584,1217.5,490.5,35.1,18.4,232.0,2026-07-29,2027-01-19,2025-07-05T02:56:12
ac859575-e0ab-4de6-9d1a-53324db062f4,bd3c8cdc-1cdf-4941-9911-3baa9ca8e01d,Toyota 8FGU25 Forklift,Toyota 8FGU25,Forklift,Forklift-Medium,FOR-DV197OD,2022,available,79.7,677.27,84.66,13.356516,85.727284,3280.1,108.0,3.8,8.0,115.0,2026-07-29,2026-10-13,2025-04-30T22:17:54
75df8da7-25de-4205-8fa0-6b76875256f4,6eedfe80-e252-41dc-b1b8-39024620b180,Bomag BW 213 Compactor,Bomag BW 213,Compactor,Compactor-Medium,COM-UC036FP,2022,available,100.0,1004.22,125.53,14.124011,75.665986,280.0,317.3,17.1,,104.0,2026-07-29,2026-11-19,2024-11-06T11:58:30
5dd9dd93-c22a-4b2b-ba08-97fd9747c57c,bd3c8cdc-1cdf-4941-9911-3baa9ca8e01d,Komatsu HM400 Dump Truck,Komatsu HM400,Dump Truck,Dump Truck-Large,DUM-BP338OJ,2019,available,83.9,813.94,101.74,13.366296,86.046444,1339.5,491.7,34.9,45.7,470.0,2026-07-29,2026-09-17,2023-10-06T12:13:24
0f65b696-8a2c-4c6b-a171-c139dfaae23b,bd3c8cdc-1cdf-4941-9911-3baa9ca8e01d,CAT 336 Excavator,CAT 336,Excavator,Excavator-Large,EXC-HD249XD,2018,rented,79.2,2292.56,286.57,13.297395,86.298567,1437.1,537.0,26.1,16.6,231.0,2026-07-29,2026-09-14,2026-06-06T01:12:55
64c0e7f6-be13-41da-8422-adf86c400857,bd3c8cdc-1cdf-4941-9911-3baa9ca8e01d,CAT 320 Excavator,CAT 320,Excavator,Excavator-Large,EXC-SG117QY,2018,rented,76.5,2458.54,307.32,13.07031,86.315123,1274.4,339.8,37.2,33.5,247.0,2026-07-29,2026-10-18,2024-05-27T01:16:33
0961860c-fcc2-4774-a7c3-024b5bbced09,435422c3-08e5-4ecd-b663-9e664da0afaa,CAT D8 Bulldozer,CAT D8,Bulldozer,Bulldozer-Large,BUL-IU839YL,2017,rented,62.0,1136.34,142.04,23.237715,81.615043,1374.4,688.9,32.8,,441.0,2026-07-29,2026-12-27,2025-10-23T15:23:02
3ccc9093-50a4-4700-9fe0-a226f1dce9ed,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,Link-Belt TCC-750 Crane,Link-Belt TCC-750,Crane,Crane-Large,CRA-GL435JQ,2019,available,73.4,2472.13,309.02,21.969289,83.121422,6265.0,407.1,60.1,104.7,347.0,2026-07-29,2026-11-30,2023-11-11T18:43:46
a9e7eda7-3202-4bfa-8a5f-976bec226a8a,6df896d4-0bf0-427a-bb13-fd7605254905,CAT 966 Loader,CAT 966,Loader,Loader-Medium,LOA-MB393PK,2019,rented,76.8,1343.4,167.93,17.789997,87.191052,4210.4,292.7,16.1,21.7,217.0,2026-07-29,2026-09-24,2026-04-28T23:47:04
2f5e6827-9329-4d92-8e02-fc8d70da08a3,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,Yale GLP060VX Forklift,Yale GLP060VX,Forklift,Forklift-Large,FOR-KR304FF,2018,rented,55.8,569.13,71.14,21.424094,83.744985,5045.5,116.9,5.1,2.8,112.0,2026-07-29,2026-09-16,2025-09-03T05:02:10
fa35257e-8cd5-4f3a-b517-dbe5f51795e3,435422c3-08e5-4ecd-b663-9e664da0afaa,Liebherr LTM 1100 Crane,Liebherr LTM 1100,Crane,Crane-Large,CRA-XC013HQ,2019,rented,96.1,4192.57,524.07,23.222934,81.896031,3968.4,592.5,31.0,89.0,440.0,2026-07-29,2026-09-27,2026-06-01T01:24:18
1486d85f-1ac1-481e-bff8-9ad51834093e,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,CAT 336 Excavator,CAT 336,Excavator,Excavator-Small,EXC-OZ404EY,2023,rented,73.3,820.61,102.58,21.359041,84.096963,727.0,540.5,39.2,24.8,172.0,2026-07-29,2026-12-15,2025-05-25T14:10:39
d024093d-cb09-4d73-8df9-85052f0d96b9,435422c3-08e5-4ecd-b663-9e664da0afaa,CAT CS56 Compactor,CAT CS56,Compactor,Compactor-Medium,COM-PS186GF,2021,available,60.1,989.89,123.74,23.687921,81.855765,1177.7,259.2,14.6,,179.0,2026-07-29,2026-12-31,2026-04-08T06:30:59
743d0956-b79b-4f08-b1a0-c2b47067f881,6eedfe80-e252-41dc-b1b8-39024620b180,Cummins QSX15 Generator,Cummins QSX15,Generator,Generator-Large,GEN-WS011YU,2021,rented,77.4,678.49,84.81,14.684433,75.277521,4638.0,276.4,8.7,,115.0,2026-07-29,2026-10-12,2025-10-10T12:37:00
9c0cc10b-8f2f-493e-a13a-05b08677a89d,6eedfe80-e252-41dc-b1b8-39024620b180,Komatsu HM400 Dump Truck,Komatsu HM400,Dump Truck,Dump Truck-Large,DUM-SN219KS,2022,rented,99.2,1527.67,190.96,14.610232,74.90657,6764.8,555.5,28.8,55.8,452.0,2026-07-29,2026-12-17,2026-07-26T21:04:53
bb4efe15-9571-48db-9fa8-5262c897a655,6eedfe80-e252-41dc-b1b8-39024620b180,Volvo A40 Dump Truck,Volvo A40,Dump Truck,Dump Truck-Medium,DUM-XZ402KZ,2018,available,96.2,1631.22,203.9,14.068382,74.911175,265.8,403.6,48.9,55.8,421.0,2026-07-29,2026-09-19,2024-01-06T00:54:54
d365d6ff-2b94-4722-b385-7cb32353367d,435422c3-08e5-4ecd-b663-9e664da0afaa,Link-Belt TCC-750 Crane,Link-Belt TCC-750,Crane,Crane-Medium,CRA-KI182PE,2024,available,62.3,1844.38,230.55,23.872206,82.24425,573.9,506.0,31.0,62.3,492.0,2026-07-29,2026-12-03,2024-11-06T02:24:27
34a02f6c-83c5-4f49-9d62-0761c17e248e,6eedfe80-e252-41dc-b1b8-39024620b180,Bomag BW 213 Compactor,Bomag BW 213,Compactor,Compactor-Medium,COM-IE180ZB,2022,available,86.0,497.11,62.14,14.611311,75.614552,690.8,296.6,15.3,,104.0,2026-07-29,2026-10-21,2024-01-09T01:14:17
c16b1e3c-0152-46ac-aa49-0cd02ecf9eb6,6eedfe80-e252-41dc-b1b8-39024620b180,Hamm HD 120 Compactor,Hamm HD 120,Compactor,Compactor-Large,COM-OY751DI,2024,rented,99.8,1049.42,131.18,14.652777,74.968014,4135.8,250.7,19.3,,122.0,2026-07-29,2026-11-06,2026-02-09T03:23:16
0aa11de9-1db1-4eae-a9b5-d924abe9c2a2,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,Liebherr LTM 1100 Crane,Liebherr LTM 1100,Crane,Crane-Small,CRA-YN573VG,2018,available,100.0,3645.29,455.66,22.060916,83.361782,1736.3,448.6,39.9,183.0,411.0,2026-07-29,2026-12-10,2024-04-12T20:59:29
9e63695f-0c10-4a4b-a2e3-87826df60aaa,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,MTU 12V4000 Generator,MTU 12V4000,Generator,Generator-Small,GEN-BL916AZ,2022,available,72.8,1063.28,132.91,21.338903,84.099486,2355.9,424.5,6.5,,172.0,2026-07-29,2026-09-01,2024-10-31T19:09:33
36c9eddd-1e7f-455d-9179-0ddfff792ce4,6df896d4-0bf0-427a-bb13-fd7605254905,Toyota 8FGU25 Forklift,Toyota 8FGU25,Forklift,Forklift-Large,FOR-DV661UA,2019,available,86.2,762.43,95.3,17.535816,86.92553,12533.8,89.2,6.6,6.9,65.0,2026-07-29,2027-01-23,2025-01-22T10:06:44
076c8545-0d85-4f86-a808-068d13b09c31,bd3c8cdc-1cdf-4941-9911-3baa9ca8e01d,Dynapac CA3500 Compactor,Dynapac CA3500,Compactor,Compactor-Medium,COM-MT706RN,2023,available,100.0,638.04,79.75,12.99436,86.181527,2130.0,331.0,16.4,,176.0,2026-07-29,2026-11-20,2025-07-14T22:16:11
7b52a643-7d48-4552-86a7-b3637d5ba953,6eedfe80-e252-41dc-b1b8-39024620b180,Volvo A40 Dump Truck,Volvo A40,Dump Truck,Dump Truck-Small,DUM-NO517JZ,2019,available,94.1,1989.35,248.67,14.095476,75.241412,3888.9,640.0,30.1,49.4,497.0,2026-07-29,2026-10-26,2024-03-12T15:41:19
9d8ec58a-ad14-4ada-9df4-0b91356ed4d8,bd3c8cdc-1cdf-4941-9911-3baa9ca8e01d,CAT CS56 Compactor,CAT CS56,Compactor,Compactor-Large,COM-QK182RJ,2023,available,88.3,1078.44,134.81,13.269302,86.325322,2228.0,201.7,17.5,,176.0,2026-07-29,2026-10-14,2026-05-08T09:30:59
217a5a50-7fdb-4284-8663-384394b4b579,435422c3-08e5-4ecd-b663-9e664da0afaa,Perkins 4008 Generator,Perkins 4008,Generator,Generator-Small,GEN-HY781BX,2024,rented,44.8,1351.98,169.0,24.208237,81.848187,1094.1,334.6,7.8,,454.0,2026-07-29,2027-01-09,2025-06-21T15:30:13
9c26a700-488b-44d2-94bd-b0f5f5d71388,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,Manitowoc 999 Crane,Manitowoc 999,Crane,Crane-Small,CRA-II668TW,2018,available,100.0,3668.56,458.57,21.473333,83.915286,9.7,437.2,59.4,122.1,411.0,2026-07-29,2026-11-28,2026-02-09T21:28:16
c0075737-9138-41a1-851e-1878369ef8cc,6eedfe80-e252-41dc-b1b8-39024620b180,Komatsu D65 Bulldozer,Komatsu D65,Bulldozer,Bulldozer-Large,BUL-TV013BM,2015,rented,66.7,1105.61,138.2,14.482896,75.439287,3641.5,580.6,18.6,,281.0,2026-07-29,2026-09-10,2023-08-07T22:09:48
25ed9c6c-50c1-4aed-a7cb-50562f4ffc7f,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,John Deere 850K Bulldozer,John Deere 850K,Bulldozer,Bulldozer-Medium,BUL-XU917IB,2016,rented,88.4,2034.54,254.32,21.558039,83.268542,4662.2,498.5,29.7,,222.0,2026-07-29,2026-08-31,2025-09-14T02:17:41
f2bac680-a9dc-420e-a636-9aaa6c9d3dae,8a0a9a5b-97fe-47c2-b856-40dfcd3620a9,MTU 12V4000 Generator,MTU 12V4000,Generator,Generator-Medium,GEN-BU950YE,2020,transit,92.3,1498.02,187.25,22.050953,83.763654,3991.6,326.4,7.1,,414.0,2026-07-29,2026-10-14,2025-11-15T16:25:44
a0da5a7c-f919-4b54-a421-ff8cb1c664c5,bd3c8cdc-1cdf-4941-9911-3baa9ca8e01d,CAT C15 Generator,CAT C15,Generator,Generator-Large,GEN-BY915GY,2016,available,72.4,1005.32,125.67,12.613814,85.854877,2545.0,300.4,2.2,,110.0,2026-07-29,2026-12-08,2024-10-16T14:46:30
