id,customer_id,rental_id,rating,comment,sentiment_score,categories,created_at
aa4065ca-8891-4429-ab9c-e9359530dd98,5bbb14cf-9dad-4bbf-8aed-4e2e30dfeb16,d8a5cd8d-1c1b-4673-b1b6-2fb6ddeb479b,5,"Excellent equipment, worked perfectly on site.",0.787,"[""delivery""]",2026-01-16
c660cc23-015f-4fde-8cf4-e549f4784b32,bba0a92a-9bde-4c8f-869f-eca467215e00,e8df3d7d-82cf-4168-a863-e10db60449c5,4,Machine was in top condition.,0.755,"[""equipment_quality"", ""service""]",2025-03-29
ff8a6897-fc5c-42b3-bb86-389b1230ca50,4136fcc5-d418-41b8-ae83-3c128d430cf9,8241ebd5-259b-44d4-8327-e2b14b6dfda2,4,Very satisfied with the rental experience.,0.853,"[""service"", ""equipment_quality"", ""communication""]",2026-06-05
aa35cc2d-9dae-4982-9e0e-3c95b4d381b2,3de1dd21-eedf-4ff3-95ef-50dd9fc1147d,259e6175-6744-4024-84de-24ad854b5581,5,Machine was in top condition.,0.66,"[""pricing"", ""equipment_quality""]",2026-04-25
ef1bfb00-0437-47fd-8d43-d634da0860ea,c0c51c25-3f97-4979-880b-2c73da0069c5,eecd1f9f-2aed-4d56-b75a-81ab32fb8f3e,2,Delivery was delayed by 2 days.,-0.575,"[""communication"", ""delivery"", ""service""]",2025-06-26
48c2df8d-feda-4bf9-94be-9e79b65993d1,b3dd61ee-5291-46c4-84e8-acaebddc7ed1,c8ab5d63-26c0-453a-9118-c29e51325d8f,4,Very satisfied with the rental experience.,0.777,"[""communication""]",2026-04-14
3c80750e-d651-4b52-9a33-c79fc5a57592,62ff3973-e6e5-498c-96e4-248eb59183e3,5739b0b2-3af5-4e93-97f3-00b5e10c92cd,3,"Decent experience, room for improvement.",0.509,"[""pricing"", ""communication"", ""equipment_quality""]",2026-02-15
f874be45-16be-4124-95d2-018dcdf08f25,8afccdd5-a2a5-4249-b270-330d173f26df,a5c8dbd4-5b9a-4058-aa57-e0b40b56f1eb,2,Machine needed maintenance during rental.,-0.898,"[""equipment_quality""]",2025-09-30
2e17c6bd-95b3-4150-b94f-8b8dd114f6a7,f56dc739-0cae-417b-b7b4-5b1b8a53c810,47510667-2111-4e37-9743-6fbae801319b,3,"Decent experience, room for improvement.",0.313,"[""delivery"", ""service""]",2025-07-08
606bbd02-1f96-4d91-8f9c-b1f43cf5c38e,662051b8-fb78-407a-b951-c5ff0ea3c966,b143f838-5a65-422a-a1ac-cad2402ada02,4,"Excellent equipment, worked perfectly on site.",0.739,"[""communication"", ""delivery""]",2025-03-31
d9008f6a-0bc6-456f-8595-fbbb3b6c9602,f28f4751-3cf3-4c7f-ac99-d9e9df03a0bc,fde7e0a0-fa1e-4bfb-b1f1-30df14a41b01,3,"Decent experience, room for improvement.",0.204,"[""pricing"", ""equipment_quality"", ""service""]",2025-10-24
f3a83da3-d09b-46a4-8462-dc464454980b,7be78260-7d5a-4304-b7fa-6d79f4325c18,ee51a234-3ede-478d-b46c-38872de16609,4,"Excellent equipment, worked perfectly on site.",0.891,"[""delivery"", ""pricing""]",2026-07-18
b201a7c4-84cb-413f-a05b-2b0a917f632a,4cd3d45f-6184-4db5-b59f-ba7054a54284,d7a811e4-0b00-44c0-b43f-d2c625926ad0,5,Machine was in top condition.,0.926,"[""communication"", ""pricing"", ""service""]",2025-07-05
dae7e157-5acc-4e81-8b33-abb6ac49ee44,707938a2-022a-47a4-8b9d-b4d50b26a0cc,f9ea8c66-d6d1-4116-b1d7-31624d77ac41,2,Customer support could be more responsive.,-0.615,"[""pricing"", ""equipment_quality""]",2026-06-25
bf671b02-ff8e-45eb-8455-be23b98011ea,199ab532-fb75-4ff6-bfbc-e060064f2799,d69e4441-8b0e-4327-b412-5d25dd90116f,5,Machine was in top condition.,0.986,"[""equipment_quality""]",2025-08-24
4836058b-f4d2-4e39-aae6-44d5066bf6e5,6529da10-1475-4c3c-92a1-18d6c99a2fd3,31625861-3cec-4fbb-97d8-b94a57fe5fae,5,"Professional team, will rent again.",0.701,"[""service"", ""delivery"", ""equipment_quality""]",2024-09-11
06134649-30b4-4cb2-a96a-e37fe4a5fd8a,abd04790-170c-4c35-822f-32406f606ca5,56581d6e-c7c2-4246-add1-a13067f50946,3,"Decent experience, room for improvement.",0.472,"[""service""]",2026-05-21
caaa9ba1-c9b3-40bd-ab36-4811d3095bb3,1d6b8257-1728-4d7c-8d72-7d1224245aeb,beeb5bbe-4b6b-42d2-a7b9-71e232868a11,5,Very satisfied with the rental experience.,0.958,"[""pricing""]",2025-07-12
abb6af40-0dd7-45aa-aff3-a2021f41cc16,9ad4451e-ad14-4dad-a808-cd0a259d20eb,9c3a9297-aed0-4ff6-ba62-9c4b90f1aa47,5,"Excellent equipment, worked perfectly on site.",0.625,"[""communication""]",2025-02-28
a506d1c9-2a72-4604-8715-6032e362c7a8,9888ccc8-2785-40b0-85db-04f4d4a34792,f972d564-e9f6-439d-8845-aa806146d28c,4,Machine was in top condition.,0.606,"[""delivery"", ""pricing""]",2026-05-19
8e648953-fbcc-42ae-9aa2-0ffd3ca7964c,23e0230e-4a39-4c08-b9b0-a6f965d67d7e,f4b04ba4-1a81-4cb6-b9a7-e40295a89581,5,Machine was in top condition.,0.873,"[""pricing""]",2025-07-19
adbbe942-f3d2-4706-8cbf-7202445d0fe0,930e80c5-5d08-4519-b58c-256246376e91,842f302a-e895-4467-9cbd-187590d39df6,4,Very satisfied with the rental experience.,0.987,"[""service"", ""equipment_quality""]",2024-12-31
524c67cc-adc3-4fac-9581-b36b2ceab463,1e991cc8-c30a-4746-820d-c630e21ff5be,b1196b7a-357b-4ba7-8554-50873e59767f,5,"Professional team, will rent again.",0.785,"[""service""]",2025-01-15
bb474bb7-d6ac-43a6-910f-a57bbdd7dd73,cb30a089-6b70-4abd-b732-eb89a8b5902d,7535f2b3-0897-47b3-8afe-26b7a165d4ea,4,"Great service, delivery was on time.",0.835,"[""delivery""]",2024-10-16
66dce8d4-215d-47d3-a247-3d50cb78fea2,a5fcd9c2-0c09-4826-8cf7-928389e787ad,66f3d08b-47e9-473c-aa30-8abdde91e881,4,Very satisfied with the rental experience.,0.626,"[""delivery"", ""equipment_quality""]",2026-05-05
21115618-e846-484f-bf1d-331cd26cd45d,930e80c5-5d08-4519-b58c-256246376e91,27e813fe-11f6-4a5a-96f0-78a83f9c60de,4,"Professional team, will rent again.",0.649,"[""delivery""]",2025-02-17
e28baf11-2be3-4898-935a-17c089741796,fa5b0920-dbe9-4b44-a70c-393ffab78137,3502d94b-0d65-401a-bc71-3984d2a18522,5,Machine was in top condition.,0.694,"[""communication"", ""pricing""]",2025-02-11
c275a613-2c5e-4214-86d1-ac742e0b75af,fb0c3e25-1d16-4efd-8056-2fdcdd4dd869,466e27b7-9f53-41f2-a2f3-86e01334ff2d,4,"Excellent equipment, worked perfectly on site.",0.736,"[""service"", ""communication"", ""equipment_quality""]",2024-09-15
16ffb15c-0134-4b79-ba06-f237caa5d3c8,feb70aa7-dde2-4469-9d0f-22e7187f8fd7,15927f03-2c9b-4da7-aedc-596e2059a9c8,5,Very satisfied with the rental experience.,0.617,"[""pricing"", ""service""]",2026-03-03
c6750fb7-8d75-420b-8258-6a0c5a5ed945,c3770f50-7096-4ffa-8ec8-3df91ff0f2c8,04251327-195e-4313-9111-4f48d25174b7,4,"Great service, delivery was on time.",0.692,"[""communication"", ""service"", ""delivery""]",2025-08-29
62698a86-ed0d-4ac8-8b56-c990b09e9433,76a223e8-47e7-451d-aa7e-11ea4bd8b7fc,d232dcb4-0d32-48ba-a243-abc943f26422,4,"Professional team, will rent again.",0.817,"[""equipment_quality"", ""communication"", ""pricing""]",2026-07-19
59e1bb57-7ca5-46ea-bc40-1e45c00b8412,95597854-a085-466e-a612-48423db319be,3ecc20b7-0ad7-4601-b28e-fc2808a88f31,4,"Professional team, will rent again.",0.773,"[""service""]",2025-12-23
2a283176-7f6d-42f5-b3ce-406d72400146,aec30178-605b-42a8-a94c-df32b0f497bd,8b36b6d6-7a0c-4127-9308-b6d59bcb7b6e,3,"Decent experience, room for improvement.",0.344,"[""equipment_quality"", ""delivery""]",2026-01-05
7da9d65c-2da8-45da-a845-fa81bd3cee45,035c0bf2-10b9-4eb6-aa15-b3f44f78f2e4,567f0f42-3886-49c6-873e-8079774f8586,2,Customer support could be more responsive.,-0.637,"[""pricing"", ""service""]",2024-08-26
c596557f-cc81-4ba4-95dc-e36c46d4faa5,db1ad761-4a3e-4989-8438-2dd4c3027c12,850cd725-1731-4c9a-a4ff-7b9f52672c20,4,Very satisfied with the rental experience.,0.84,"[""service"", ""equipment_quality""]",2025-09-28
1db8f973-8af1-4444-bc28-2b36690d979e,f2097674-89c1-4f81-8ddc-810c9bf9a0e0,824e0836-722e-4852-b825-9edbd639bf54,4,Very satisfied with the rental experience.,0.613,"[""delivery""]",2024-10-25
21dd3f2e-d473-49bd-ba3f-9d134cb29e91,c9300334-c177-4f75-8b92-06f96c003057,192aadec-8282-4edf-9a9b-317fcdd3f76c,4,Very satisfied with the rental experience.,0.663,"[""equipment_quality"", ""communication""]",2025-03-29
04804660-5947-436f-8eac-5173ed1b3035,0563024d-7b54-43f3-87f4-cbae099dfd04,d7aa5a67-832d-4d96-96f7-b49d6c420dbe,5,"Excellent equipment, worked perfectly on site.",0.64,"[""pricing""]",2024-11-04
d26c703c-bda2-4240-ab1f-e186e45a7e3c,69807b72-e108-4d02-b81f-379de2691ce0,d428fc0f-6833-4753-a09f-5d7d6f8e0c36,5,"Professional team, will rent again.",0.759,"[""service"", ""pricing""]",2025-06-30
6355e519-8ef2-4a96-b3e0-f521499905d9,a9117ef3-8e70-4b83-9d0f-977338ea94ee,d8adc070-fae3-47ff-8e2e-189eb9d5fa58,5,"Excellent equipment, worked perfectly on site.",0.874,"[""delivery""]",2026-02-11
5742a199-b538-4e86-9508-5998b121f5f9,6ff51d1a-5577-4866-93bf-ecc7450b9784,98254c54-d068-49ba-b850-7950fc186b00,5,Very satisfied with the rental experience.,0.65,"[""equipment_quality"", ""pricing""]",2024-10-10
ffe64aa4-2a59-41e3-843c-ddc6e9318d57,1e991cc8-c30a-4746-820d-c630e21ff5be,e096abd3-1612-4193-859d-d4c1d56045ea,1,Pricing was higher than expected.,-0.239,"[""equipment_quality"", ""communication""]",2025-05-30
ab42f9f9-cea3-4cd2-b4e8-b99bc706c47b,7be78260-7d5a-4304-b7fa-6d79f4325c18,ceefe2ad-8b69-4bad-8882-83c53599d126,5,Machine was in top condition.,0.619,"[""equipment_quality"", ""service"", ""delivery""]",2025-03-09
2ab0c88e-01e2-4afd-a389-11d98b1ca175,0a80258f-0814-4d45-819c-9430ed7647a6,54e14c0c-df60-43c3-a098-b63a6d6bf21b,4,"Great service, delivery was on time.",0.601,"[""delivery""]",2025-05-29
6d1975c3-b66e-4c13-9902-60b1ff1df460,6c9fc10c-2676-4cb2-a180-6b6c7d05b723,196d0160-9aef-4935-b908-5b61023a5745,4,Machine was in top condition.,0.685,"[""pricing"", ""delivery""]",2026-03-30
9fa8f5f6-0084-4d16-84b2-35d8b2835ee1,b9c115e9-ca7b-47d9-8da3-3bcc260b618a,1e0ffae9-afe2-460a-9d78-3091bf50750d,5,Machine was in top condition.,0.744,"[""pricing""]",2026-05-17
74f50c01-a6d8-4f82-a8c4-ba0778c80d67,930e80c5-5d08-4519-b58c-256246376e91,2a54b5ad-3510-4b9a-8f0c-94c3e6ea3ba4,4,Machine was in top condition.,0.679,"[""delivery""]",2026-01-08
b90a32f2-eacd-49f6-9f25-00939cb07cf8,903f381d-cf42-442d-b02b-9a4b7e7495cd,1d6f3d34-53ec-4546-8b99-93eb422edfd7,3,"Decent experience, room for improvement.",0.348,"[""equipment_quality""]",2025-07-18
e01d5a7e-97ac-4e3f-9efa-aa632acfb56f,da67d85f-a261-4fb5-9a01-a173c4464f0f,8580e104-9427-4f9d-b047-cce2eaf7c43a,3,"Decent experience, room for improvement.",0.335,"[""pricing""]",2025-11-18
bebf3be7-2f88-42d8-8eb0-255344e4f6c5,70c2eb70-4638-460d-8ab5-33be24e73ae9,27ffa69c-f9f0-494c-9a19-90f532da00e8,5,Very satisfied with the rental experience.,0.846,"[""service""]",2025-01-16
b819715e-a58a-43fa-a828-54bb336ce069,503ca1d3-a10d-40ee-a3fa-d96d29036cef,8725e4fd-9174-4085-b7a3-cbb3322e37d9,4,"Great service, delivery was on time.",0.892,"[""pricing""]",2025-03-29
f0a17240-f976-40cf-a582-f5ba8b14c5d2,c9300334-c177-4f75-8b92-06f96c003057,3a791e77-c8e9-4981-81ca-48cd74d32273,5,Machine was in top condition.,0.775,"[""pricing""]",2025-12-27
dbcc5a10-7848-40f3-b3c3-f61c86c411fe,0afc5ef1-d838-4cba-848e-160931cb192f,d9e300b5-07d8-4be9-9e33-449b2d9d71ed,4,"Great service, delivery was on time.",0.746,"[""delivery"", ""communication""]",2025-09-26
d09d744c-484f-4005-9238-70352cc185d8,a14deceb-f9b0-4286-a069-9c291a911000,bedc203c-91cf-4fa1-9831-e9afcdd62136,3,"Decent experience, room for improvement.",0.329,"[""pricing"", ""service""]",2025-11-27
353cfdb0-3e93-492d-aceb-8096c1c7bb4a,84428284-9b3a-43cd-a5fd-befb2cf188b7,0ea6be14-5265-4fe6-a26f-166014338b81,3,"Decent experience, room for improvement.",0.359,"[""communication""]",2024-11-10
3d8dc99f-2d35-495b-895d-f703b2c1eaed,b0ceb5f8-ad0e-42f9-a554-1960a0ed8997,9e331039-9b74-430e-bded-ac072a1d91d7,4,"Excellent equipment, worked perfectly on site.",0.606,"[""equipment_quality"", ""service"", ""delivery""]",2026-07-02
7b59c230-9512-44aa-bbec-46650391662a,3bdc9a49-d23d-462a-81fc-e0a0c85272e3,a4e9db90-8ee0-456a-846d-96ec3ff89d9e,2,Machine needed maintenance during rental.,-0.905,"[""pricing"", ""delivery""]",2025-02-02
9a4ae0b2-5fec-484c-b3e6-d8f2ea61cc61,6eff4e51-9b25-4fc1-896e-b88762a13160,7bc9c45d-b400-4f34-b9db-962e22f597b5,5,"Professional team, will rent again.",0.641,"[""equipment_quality"", ""communication"", ""delivery""]",2024-10-09
564c0c84-4f44-46b4-8528-288ac8a0aadf,012b7f96-c4b3-41ee-ab40-fa4c408c1e1e,4dbb8c3a-054a-4b2e-a813-88b0c99261d1,5,Machine was in top condition.,0.876,"[""communication""]",2025-12-02
1ccf656c-ae83-463f-a557-6c07653c9dd1,cb30a089-6b70-4abd-b732-eb89a8b5902d,26a4fba7-4f1b-4ee4-b26a-0259ea9e0994,3,"Decent experience, room for improvement.",0.231,"[""pricing"", ""service""]",2025-05-15
842d8fc1-75d5-4c41-8294-ab6179001dfd,62ff3973-e6e5-498c-96e4-248eb59183e3,2a97c1ce-7acc-4c14-a594-314fd223b1f6,5,"Great service, delivery was on time.",0.865,"[""communication"", ""equipment_quality"", ""delivery""]",2025-10-20
93155264-8502-4659-be80-b9b1a16f87fc,6ff51d1a-5577-4866-93bf-ecc7450b9784,81311a4c-4411-4a7d-a817-0ce8b53b9a61,4,Machine was in top condition.,0.909,"[""pricing"", ""delivery"", ""service""]",2026-06-06
85285801-42d8-4bef-b86f-ed02a1fff219,df18fe4c-7ed9-4647-9f9e-eaf8a4c7c1a9,2c39b201-efd2-4bb2-9402-c22d018fd6a0,2,Equipment had some issues during operation.,-0.556,"[""communication"", ""delivery""]",2024-10-21
fa1ff0e2-f589-4d83-8e25-4071965d5f4b,9ad4451e-ad14-4dad-a808-cd0a259d20eb,d43eefc9-5729-4b83-9288-6dc2db02ae60,5,"Great service, delivery was on time.",0.644,"[""equipment_quality"", ""delivery""]",2025-10-30
afad067e-299c-499a-bc3f-cb661fa707ad,b9c115e9-ca7b-47d9-8da3-3bcc260b618a,f7c94571-3ed9-42e4-858a-860670dda367,2,Equipment had some issues during operation.,-0.467,"[""equipment_quality"", ""delivery"", ""service""]",2026-01-11
8898881b-49cb-4aa4-8617-e61e1c3c3615,199ab532-fb75-4ff6-bfbc-e060064f2799,9671eb4f-754d-4986-a137-92e7b430bf50,4,Machine was in top condition.,0.87,"[""equipment_quality"", ""communication"", ""service""]",2025-09-15
ad005d50-5ab4-47ad-b0b4-3bddd386da3b,84644143-a02b-4e48-a68d-4989cf2f8d7d,36799b51-1bc1-4a50-bb68-fb68ae733581,5,"Great service, delivery was on time.",0.902,"[""equipment_quality"", ""service"", ""delivery""]",2025-05-31
d3c908bb-2cf0-4f6a-8d72-d29f6ac24416,ebdee9fd-d8e7-4a19-b327-be6d80cab435,04d8449b-73d0-40e9-a3c7-d45ea1692fef,3,"Decent experience, room for improvement.",0.525,"[""pricing"", ""equipment_quality""]",2025-07-31
3c0e5a53-328c-4602-959a-12c41944e238,4236e673-ef5d-4ba1-94df-857605a8084d,2f441e2d-6eff-4b47-babe-9042716f8ea4,5,"Great service, delivery was on time.",0.749,"[""communication""]",2024-11-02
fc4a75cc-687b-4f2c-b06b-4ec765b78d37,c9300334-c177-4f75-8b92-06f96c003057,1d9cc5ca-9d85-4aa2-abb2-c25ff465a14a,5,"Excellent equipment, worked perfectly on site.",0.698,"[""pricing"", ""delivery""]",2024-12-03
c5c45add-a5c3-4e00-a2a3-42e792d50ddb,aec30178-605b-42a8-a94c-df32b0f497bd,7a5727b2-d71b-4a7b-b735-05d205e0b789,2,Pricing was higher than expected.,-0.597,"[""service"", ""delivery""]",2026-03-16
cbd34b3e-885f-4b91-8b98-1d45d024bdfb,6ff51d1a-5577-4866-93bf-ecc7450b9784,69103bdd-6181-4516-84aa-a94c9ae5ff8b,4,Very satisfied with the rental experience.,0.959,"[""pricing"", ""equipment_quality""]",2025-11-09
1cae8ea1-2977-4050-9ce0-6b4dde3d3819,a9117ef3-8e70-4b83-9d0f-977338ea94ee,c1bbb9bc-fc06-4ab2-a6e4-448704d0aa92,4,Very satisfied with the rental experience.,0.817,"[""service"", ""communication"", ""equipment_quality""]",2025-11-07
1f09d42e-4abf-47df-a9d3-8c6e56a68239,2138c6c8-dd06-4493-96dd-1325c5d121f7,e476c008-b78c-4150-bd13-f737ee4469de,4,Very satisfied with the rental experience.,0.958,"[""pricing""]",2025-09-20
c78875ac-3b31-4f97-8d97-c341355239d3,e189db02-47bd-4155-9ff0-f1b42d8b0d45,d5f89737-ed55-470f-820c-d8b80c04eda9,4,"Professional team, will rent again.",0.951,"[""pricing"", ""communication""]",2026-01-18
c5c52af9-1ae5-4296-bafb-a69a57a8544c,4dc709ad-2e2f-4b45-b074-916f303a400a,8d1b282b-e6a8-4a60-bf55-e79b9be81e37,4,Very satisfied with the rental experience.,0.776,"[""pricing""]",2025-09-02
32c180a3-913c-4148-9a3a-66884783e974,23edac92-2354-4178-a4a0-5d165c377eb8,2040a754-5732-455c-b435-82d1f3b88955,3,"Decent experience, room for improvement.",0.271,"[""equipment_quality"", ""delivery"", ""communication""]",2025-12-21
37046022-747f-48b3-a0b9-a57d0af2095c,6c9fc10c-2676-4cb2-a180-6b6c7d05b723,74e95354-9dfb-405e-ba01-2e19ee42e77d,3,"Decent experience, room for improvement.",0.474,"[""communication"", ""pricing"", ""delivery""]",2025-01-30
dd158425-294b-47a2-837c-4f6abfa8f5bc,8647cf88-b986-493c-a5eb-e2954c813001,f29549a4-5584-41a4-8e2c-13c4e333f2cc,3,"Decent experience, room for improvement.",0.226,"[""equipment_quality""]",2026-01-27
72a7a204-0628-4d07-a108-8af1039993d2,491f1311-7d04-417e-bd66-349490c29ded,c7ae1e7b-802a-4cf4-8e5b-64849a000da0,5,"Excellent equipment, worked perfectly on site.",0.856,"[""delivery"", ""equipment_quality""]",2025-10-09
c3863d36-39a2-4785-b568-57fcb06850c7,edcd7270-7c38-4e2b-a544-37d79eae44b4,933b3ad0-9993-49c0-b1f9-c1e489de3f3b,5,"Great service, delivery was on time.",0.628,"[""service"", ""pricing"", ""equipment_quality""]",2024-10-02
b34a6898-6cce-4bdc-82c6-318c5dfa9068,4212e07a-0023-405f-9bf2-105bc07b5250,68a9f9cd-3508-4ed4-846a-51adee983a52,4,"Great service, delivery was on time.",0.965,"[""equipment_quality""]",2026-01-12
8fb6f4c4-23e8-4f45-a1f0-e22ff2cdb970,dadc1591-c166-4ef7-a23b-43a8cb2c1dba,4acc3672-fa4f-49d8-b0a3-3be633faa2b8,2,Pricing was higher than expected.,-0.408,"[""service"", ""delivery"", ""communication""]",2025-02-27
52b43be4-baf6-4f1b-8929-ef725b99279c,39fee45e-547c-4ea0-aa42-fdb317c7996a,90e6c3b5-e5df-4cee-892e-7493a82f7ff6,3,"Decent experience, room for improvement.",0.547,"[""service"", ""equipment_quality""]",2025-08-17
989e0e40-9671-4eec-abd9-78e3365f7a69,6beaae34-f8b5-48c9-8cf2-f3ccbacd1bbe,6d1997f9-083e-4cda-bb1a-2ea3657567b6,5,Very satisfied with the rental experience.,0.943,"[""delivery"", ""equipment_quality""]",2024-11-26
bbf82487-c6ff-489a-b880-63a6d4a87110,f110fe84-2852-439f-b05d-e68449065be4,351f4cb7-786c-41d9-9b15-23378db52ee6,5,Machine was in top condition.,0.805,"[""service"", ""pricing"", ""delivery""]",2025-05-01
d814e430-de50-4dbc-9056-ca564fbc2822,09736450-0e25-4edf-a45e-d720556b1e1f,1fe44eed-ec9c-4fa7-97fc-27efd236f7d4,4,Very satisfied with the rental experience.,0.675,"[""pricing""]",2025-01-05
66b7c389-9a16-401d-acd1-69029a451431,4212e07a-0023-405f-9bf2-105bc07b5250,238a7645-0216-4ffc-853f-78003d7e9027,4,"Great service, delivery was on time.",1.0,"[""communication"", ""pricing"", ""delivery""]",2026-01-01
